HOVEDSKOLE_INST	INST_NR	INST_NAVN	ENHEDSART	INST_ADR	POSTNR	POSTDISTRIKT	TLF_NR	E_MAIL	WEB_ADR	INST_TYPE_NR	INST_TYPE_NAVN	INST_TYPE_GRUPPE	UNDERV_NIV	INST_LEDER	CVR_NR	KOMMUNE_NR	ADM_KOMMUNE_NAVN	BEL_KOMMUNE	BEL_KOMMUNE_NAVN	BEL_REGION	REGION_NAVN	EJER_KODE	EJERKODE_NAVN	P_NR	VEJKODE	GEO_BREDDE_GRAD	GEO_LAENGDE_GRAD
	101138	Lundehusskolen	Institution uden enheder	Lersø Parkalle 152	2100	København Ø	3366 4100	lundehus@kk.dk	www.lundehus.kk.dk	1012	Folkeskoler	Grundskoler mv.	9	Lisbeth Palm Olesen	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003253937	4236	55.71847038	12.5443624
	101140	Trekronergade Freinetskole	Institution uden enheder	Trekronergade 46. 1	2500	Valby	3617 3162	kontor@trekroner-freinet.dk	www.trekronergadefreinetskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Hanna Jessen	86841916			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1002757819	7636	55.657277	12.51978288
	101142	Center for Specialundervisning for Voksne	Institution uden enheder	Frankrigsgade 4	2300	København S	3286 0686	csv@kk.dk	www.csv.kk.dk	1051	Specialskoler for voksne	Voksenuddannelsesinstitutionerne	7	Anne Leth	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003254842	1896	55.66063002	12.60589865
	101145	Ryparken Lille Skole	Institution uden enheder	Gartnerivej 3	2100	København Ø	3929 6639	kontor@ryp.dk	www.ryparkenskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	7	Mette Lisbjerg Jensen	28997418			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1001639240	2132	55.7213241	12.55833706
	101149	DIA Privatskole	Institution uden enheder	Sankt Hans Gade 25	2200	København N	3535 8223	diaprivatskole@diaps.dk	www.dia-privatskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Ahmet Ihsan Deniz	60098212			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1002107599	6240	55.69039923	12.56165569
	101151	Kildevældsskolen	Institution uden enheder	Bellmansgade 5a	2100	København Ø	3317 3131	kildevaeld@kk.dk	www.kildevaeld.kk.dk	1012	Folkeskoler	Grundskoler mv.	10	Anne Marker	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003251570	452	55.71540214	12.56940985
	101152	Bjørns Internationale Skole	Institution uden enheder	Gartnerivej 5	2100	København Ø	3929 2937	principal@b-i-s.dk	www.b-i-s.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Pia Drabowicz	71719111			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1002351628	2132	55.72139116	12.55866322
	101153	Ingrid Jespersens Gymnasieskole	Institution uden enheder	Nordre Frihavnsgade 9	2100	København Ø	3526 3622	ijg@ijg.dk	www.ijg.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	10	Otto Strange Møller	21480711			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1003419141	5044	55.70028708	12.57854748
	101154	Niels Steensens Gymnasium	Institution uden enheder	Sankt Kjelds Gade 3	2100	København Ø	3916 2340	nsg@nsg.dk	www.nsg.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	10	Kirsten Habekost. konst.	63941611			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1003419153	6264	55.70812808	12.56705443
	101155	N. Zahles Gymnasieskole	Institution uden enheder	Nørre Voldgade 5	1358	København K	3369 7900	grundskolen@zahles.dk	www.zahlesgym.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	10	Anne Birgitte Klange	62513217			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1005276737	5220	55.68245647	12.56982831
	101157	Sortedamskolen	Institution uden enheder	Sortedam Dossering 97	2100	København Ø	3542 7087	sortedamskolen@kk.dk	www.sortedamskolen.kk.dk	1012	Folkeskoler	Grundskoler mv.	9	Eva Hindsgavl Brink	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003255679	6740	55.69773224	12.57720677
	101158	Sankt Annæ Gymnasiums Grundskole	Institution uden enheder	Sjælør Boulevard 135	2500	Valby	3646 6222	sag@kk.dk	www.sag.kk.dk	1012	Folkeskoler	Grundskoler mv.	9	Anette Holst	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1012961320	6412	55.6560852	12.52584515
	101162	Kildeskolen	Institution uden enheder	Høffdingsvej 14	2500	Valby	3879 0140	info@kildeskolen.dk	www.kildeskolen.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	10	Niels Bergstedt	78856211			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1002563722	3172	55.65915959	12.50185781
	101163	Amager's International School	Institution uden enheder	Engvej 141	2300	København S	3258 7242	office@a-i-s.dk	www.a-i-s.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Carolyn Murphy	78856017			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1002563710	1620	55.6480698	12.63477013
	101168	Uddannelsescenter UiU	Institution uden enheder	Horsebakken 19	2400	København NV	3827 5000	mail@uiu.kk.dk	www.uiu.kk.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Helle Munk	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003253093	3024	55.71183793	12.51314123
	101169	Jinnah International School	Institution uden enheder	Skjulhøj Allé 59	2720	Vanløse	3874 2100	info@jinnahskole.dk	www.jinnahschool.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Anette Frandsen	75674112			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1002466980	6480	55.69619034	12.48134908
	101170	Det Frie Gymnasiums Grundskole	Institution uden enheder	Møllegade 26	2200	København N	3537 1111	adm@detfri.dk	www.detfri.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	10	Sara Mac Dalland	29344310			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1001644838	4892	55.69250811	12.55873945
	101171	Det frie Gymnasium	Institution uden enheder	Møllegade 26	2200	København N	3537 1111	adm@detfri.dk	www.detfri.dk	1062	Private gymnasier og HF-kurser	Institutioner med almengymnasiale uddannelser		Sara Mac Dalland	29344310			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1001644838	4892	55.69250811	12.55873945
	101172	Ahi International School	Institution uden enheder	Klingseyvej 8 B	2720	Vanløse	3874 0205	ahi_skole@yahoo.dk	www.ahis.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Erhan Yildiz. konst.	12594887			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1000412882	3740	55.68754039	12.48719439
	101174	Amager Fælled Skole	Institution uden enheder	Sundholmsvej 2 A	2300	København S	3530 2308	afs@kk.dk	www.afs.kk.dk	1012	Folkeskoler	Grundskoler mv.	10	Torben Højman Jensen	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003255989	7120	55.66244688	12.59498884
	101175	Langelinieskolen	Institution uden enheder	Holsteinsgade 41	2100	København Ø	3528 9696	langelinieskolen@kk.dk	www.langelinieskolen.kk.dk	1012	Folkeskoler	Grundskoler mv.	9	Kristian Borg	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003253044	3008	55.69960544	12.58673834
	101178	Lygten Skole	Institution uden enheder	Drejervej 21. 2.sal	2400	København NV	3531 0300	kontor@lygtenskole.dk	www.lygtenskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Malene Funch Sørensen	16224642			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1001059465	1328	55.70223401	12.53583048
	101180	Al Hikma Skolen	Institution uden enheder	Ellebjergvej 50 St.	2450	København SV	3617 8511	adm@alhikma.dk	www.alhikma.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Taha Yassin	17188232			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1001239824	1492	55.65039311	12.52249014
	101181	Hay Skolen	Institution uden enheder	Stubmøllevej 35	2450	København SV	3630 9949	info@hayskolen.dk	www.hayskolen.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Mahmut Mikkel Korkmaz	17120247			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1001226777	7060	55.64947741	12.52266194
	101184	Sjællands Privatskole	Institution uden enheder	Nattergalevej 32	2400	København NV	3833 4727	sps@spsnet.dk	www.spsnet.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Serdal Güzel	17930931			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1001391786	4948	55.69854513	12.53068229
	101185	Mariendal Friskole	Institution uden enheder	Stenosgade 4 C	1616	København V	3322 7220	kontoret@mariendalfriskole.dk	www.mariendalfriskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	10	Anders Blom Salmonsen	65857510			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1002218846	6896	55.67373738	12.55694958
	101188	Copenhagen City School	Institution uden enheder	Gammel Kongevej 15 C	1610	København V	3325 2248	info@cityschool.dk	www.cityschool.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Gareth P. Shearman	18592177			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1003491810	2096	55.67346667	12.55774187
	101189	Al-Huda Skolen	Institution uden enheder	Vibevej 16. st.	2400	København NV	3536 0260	alhudaskolen@hotmail.com	www.alhudaskolen.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Rachid Omar Hamze	18959208			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1003621114	8288	55.70021885	12.53131563
	101191	Børneuniversitetet på Vesterbro	Institution uden enheder	Valdemarsgade 14	1665	København V	3325 3405	info@borneuni.dk	www.borneuni.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	10	Gitte Svenning	19411400			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1003804818	7924	55.67058713	12.54839688
	101192	IA Sprog	Institution uden enheder	Vibevej 9	2400	København NV	3888 3233	info@iasprog.dk	www.iasprog.dk	1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Jørgen Jespersen	75206828	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1002452967	8288	55.70113351	12.53276641
	101194	Studieskolen i København	Institution uden enheder	Borgergade 12	1300	København K	3318 7900	info@studieskolen.dk	www.studieskolen.dk/dansk	1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Lars Skov	81246319	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	0	Private	1002617023	716	55.68267096	12.58449618
	101195	CBSI Sprogcenter	Institution uden enheder	Hejrevej 10	2400	København NV	8256 5200	cbsi.sprogcenter@bif.kk.dk	www.cbsisprogcenter.kk.dk	1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Maja Agu. konst.	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003254878	2756	55.70068404	12.53377096
	101198	Københavns Sprogcenter	Institution uden enheder	Valdemarsgade 16	1665	København V	3321 3131	adm@kbh-sprogcenter.dk	www.kbh-sprogcenter.dk	1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Poul Neergaard	15596104	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1000948430	7924	55.67028969	12.54845282
	101201	PPR. Område Vanløse-Brønshøj	Institution uden enheder	Linde Allé 40	2720	Vanløse	3317 5820	ppr.vanloese.broenshoej@buf.kk.dk		2021	Centre for Pædagogisk og psykologisk rådgivning	Centre for rådgivning og vejledning		Ebbe Stenbirk	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1018289101	4320	55.68191939	12.4874308
	101202	Børne- og Ungdomsforvaltningen Valby/Vesterbro/Kgs.Enghave	Institution uden enheder	Gammel Køge Landevej 3	2500	Valby	3630 6501	ppr.valby@buf.kk.dk		2021	Centre for Pædagogisk og psykologisk rådgivning	Centre for rådgivning og vejledning		Hans Kærbo	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003256602	2100	55.66053696	12.51721829
	101204	PPR-Amager	Institution uden enheder	Amager Fælledvej 49	2300	København S	3254 2478	ppr.syd@buf.kk.dk		2021	Centre for Pædagogisk og psykologisk rådgivning	Centre for rådgivning og vejledning		Jan Lange	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1009133972	112	55.66249842	12.59438131
	101205	Studievalg Danmark Center Hovedstaden	Institution uden enheder	Valhalsgade 5	2200	København N	3333 2000	kbh@studievalg.dk	www.studievalg.dk/kbh	2023	Studievalg-centre	Centre for rådgivning og vejledning		Torben Theilgaard	30891732	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	1	Statslige		7936	55.70321245	12.54940565
	101212	Københavns Kommunes Ungdomsskole Fritids- og almenundervisningen	Institution uden enheder	Ny Carlsberg Vej 35	1760	København V	3321 4818	almen.ungdomsskolen@kk.dk	www.ungdomsskolen.kk.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.		Kasper Kim Jannæs	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1017180874	5100	55.66602621	12.54084154
	101213	Københavns Kommunes Ungdomsskole Prøveforberedende tilbud	Institution uden enheder	Hovmestervej 30	2400	København NV	3887 8309	mihelm@kk.dk	www.ungdomsskolen.kk.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.		Mikkel Helms	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003251016	3060	55.71029879	12.53126314
	101214	Københavns Kommunale Ungdomsskole. Byhøjskolen	Institution uden enheder	Kapelvej 44	2200	København N	3539 4818	byhoejskolen.ungdomsskolen@kk.dk	www.ungdomsskolen.kk.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.	10	Lise-Lotte Sams	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003253445	3564	55.68654583	12.5513027
	101215	Københavns Kommunes Ungdomsskole. Ungdomsskolen Hovmestervej	Institution uden enheder	Hovmestervej 30A	2400	København NV	2124 7907	Y38S@kk.dk	hovmestervej.aula.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.		Rai Ajufo	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003251569	3060		
	101217	Københavns Kommunes Ungdomsskole. Ungdomsskolen i Hindegade	Institution uden enheder	Hindegade 4	1303	København K	3336 4484	Uih.ungdomsskolen@kk.dk	www.ungdomsskolen.kk.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.		Rai Ajufo	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1017184640	2900	55.68610617	12.58826056
	101218	Københavns Kommunes Ungdomsskole 8. - 9. Klassen	Institution uden enheder	Hovmestervej 30	2400	København NV	3887 8309	8-9klasse@kk.dk	www.ungdomsskolen.kk.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.		Rai Ajufo	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003253445	3060	55.71029879	12.53126314
	101247	HF-Centret Efterslægten	Institution uden enheder	Efterslægtsvej 5	2400	København NV	3396 4000	hfc@hfc.dk	www.hfc.dk	1061	Gymnasier og HF-kurser	Institutioner med almengymnasiale uddannelser		Anne Frausing	29556377			101	Københavns Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1003253160	1443	55.70960892	12.51338944
	101252	Direktoratet for Kriminalforsorgen. VUC	Institution uden enheder	Strandgade 100K	1401	København K	7255 4612	csf@kriminalforsorgen.dk	www.kriminalforsorgen.dk	1053	Voksenuddannelsescentre	Voksenuddannelsesinstitutionerne		Peder Hjort-Madsen	53383211			101	Københavns Kommune	1084	Region Hovedstaden	1	Statslige	1003393488	6992		
	101253	Københavns VUC	Hovedskole (institution med enheder)	Vognmagergade 8	1120	København K	8232 6600	kvuc@kvuc.dk	www.kvuc.dk	1053	Voksenuddannelsescentre	Voksenuddannelsesinstitutionerne		Anita Lindquist Henriksen	29575711			101	Københavns Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1003252991	8412	55.68248574	12.57884973
219417	101298	Københavns Professionshøjskole - Center for Undervisningsmidler. København	Afdeling (underordnet enhed)	Humletorvet 3	1799	København V	4189 9110	info@kp.dk	www.kp.dk	2022	Centre for undervisningsmidler	Centre for rådgivning og vejledning		Stefan Hermann	30891732			101	Københavns Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1014190488	3086	55.66429862	12.53615653
	101299	Pædagogisk IT	Institution uden enheder	Artillerivej 126. 7.	2300	København S	3268 7200	pit@buf.kk.dk	www.bufnet.kk.dk	2022	Centre for undervisningsmidler	Centre for rådgivning og vejledning		Karl-Erik Andersen	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale	1003254921	232		
	101302	Johan Borups Højskole	Institution uden enheder	Frederiksholms Kanal 24	1220	København K	3312 3445	borups@borups.dk	www.borups.dk	1022	Folkehøjskoler	Øvrige institutioner primært ikke kompetencegivende uddannelser		Bjørn Bredal	15239913			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1000886865	1956	55.67379819	12.57751655
	101303	Københavns Idrætsefterskole	Institution uden enheder	Julius Andersens Vej 25	2450	København SV	3614 2460	kontakt@kies.dk	www.kies.dk	1011	Efterskoler	Grundskoler mv.	10	Thomas Yung	27670040			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1010485564	3436	55.64798298	12.51135312
	101326	Kofoeds Skoles Oplysningsforbund	Institution uden enheder	Nyrnberggade 1	2300	København S	3268 0233	ks@kofoedsskole.dk	www.kofoedsskole.dk	1051	Specialskoler for voksne	Voksenuddannelsesinstitutionerne		Kirsten Kaas	28189869			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1011052734	5124		
281051	101350	FGU Hovedstaden - Valby	Afdeling (underordnet enhed)	Høffdingsvej 22. 2.	2500	Valby	3643 0190	fgu@fguhovedstaden.dk		1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Lone Hansen	39815826			101	Københavns Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1024825600	3172	55.65844565	12.50403881
281051	101352	FGU Hovedstaden - Nørrebro - Ravnsborggade	Afdeling (underordnet enhed)	Ravnsborggade 18. Baghuset	2200	København N	3536 3737	fgu@fguhovedstaden.dk		1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Lone Hansen	39815826			101	Københavns Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1023903152	5744	55.68917104	12.56286014
281051	101353	FGU Hovedstaden - Vesterbro	Afdeling (underordnet enhed)	Enghavevej 82B	2450	København SV	3254 2095	fgu@fguhovedstaden.dk		1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Lone Hansen	39815826			101	Københavns Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1024825570	1592	55.66227177	12.53996851
281051	101354	FGU Hovedstaden - Østerbro	Afdeling (underordnet enhed)	Opgang F.. Øster Farimagsgade 16B	2100	København Ø	3538 1183	fgu@fguhovedstaden.dk		1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Lone Hansen	39815826			101	Københavns Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1024825406	8588	55.69054025	12.5756467
	101376	Daghøjskolen Vera	Institution uden enheder	Struenseegade 9  1.th.	2200	København N	3539 2009	adm@veraskole.dk	veraskole.dk	1021	Daghøjskoler	Øvrige institutioner primært ikke kompetencegivende uddannelser		Niels Nørlem	78683619			101	Københavns Kommune	1084	Region Hovedstaden	5	Selvejende. private	1002558275	7032	55.68685624	12.55047932
