INST_NR	INST_NAVN_	POSTNR	POSTDISTRI	INST_NAVN	CVR_NR	P_NR	INST_LEDER	TELEFAX	TLF_NR	INST_ADR	VEJKODE	HUSNRBOGST	POSTBOKS	ETAGE	DOERBETEGN	AJOUR_DATO	AJOUR_BRUG	ADM_KOMMUN	ADM_KOMM_1	NEDLAGT_MN	EJER_KODE	EJER_KODE_	Min_KODE	min_KODE_T	UNDERV_NIV	OPRETTET_M	INST_TYPE_	inst_typ_1	INST_TYP_2	inst_typ_3	AKTIV_KODE	AKTIV_KO_1	INST_TYP_4	inst_typ_5	BEL_KOMMUN	BEL_KOMM_1	FLYTTE_KOD	FLYTTE_K_1	FLYTTE_INS	HOVEDSKOLE	E_MAIL	WEB_ADR	ENHEDSART	ENHEDSART_	VEJNAVN	LOKALITET	STEDNAVN	GEO_BREDDE	GEO_LAENGD	status	BEL_REGION	BEL_REGI_1	WKT_GEO
101060	Peder Lykke Sk.	2300	Kõbenhavn S	Peder Lykke Skolen	64942212	1003251855	Lennart Kjellerup	3284 1595	8256 6950	Brydes AllÇ 25	892	25	NA	NA	NA	31-07-2018 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	197308	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	pederlykkeskolen@kk.dk	www.pederlykkeskolen.kk.dk	0	Institution uden enheder	Brydes AllÇ	NA	NA	55.65535543	12.59659831	AJO	1084	Region Hovedstaden	POINT(12.5965983 55.6553554)
101062	Bavnehõj Sk.	2450	Kõbenhavn SV	Bavnehõj Skole	64942212	1003254349	Pia Grevelund	3329 1228	3366 5100	Natalie Zahles Vej 9	4944	9	NA	NA	NA	25-07-2018 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	193008	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	bav@kk.dk	www.bav.kk.dk	0	Institution uden enheder	Natalie Zahles Vej	NA	NA	55.65789588	12.53564973	AJO	1084	Region Hovedstaden	POINT(12.5356497 55.6578959)
101063	Ellebjerg Sk.	2450	Kõbenhavn SV	Ellebjerg Skole	64942212	1003253718	Anne Graah	3877 3501	3530 2450	P. Knudsens Gade 37	3816	37	NA	NA	NA	30-07-2018 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	194810	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	ellebjergskole@kk.dk	www.ellebjergskole.kk.dk	0	Institution uden enheder	P. Knudsens Gade	NA	NA	55.65107471	12.53161061	AJO	1084	Region Hovedstaden	POINT(12.5316106 55.6510747)
101064	Tove Ditlevsen	1670	Kõbenhavn V	Tove Ditlevsens Skole	64942212	1003252206	Jeanne Jacobsen	3321 5340	3326 7810	Enghave Plads 21	1588	21	NA	NA	NA	31-07-2018 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	NA	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	tds@kk.dk	www.tds.kk.dk	0	Institution uden enheder	Enghave Plads	NA	NA	55.66645043	12.54494908	AJO	1084	Region Hovedstaden	POINT(12.5449491 55.6664504)
101069	Oehlenschlg.Sk.	1663	Kõbenhavn V	Oehlenschlëgersgades Skole	64942212	1003254556	Anette Evelyn Lauge	3322 2625	3366 8520	Oehlenschlëgersgade 57	5240	57	NA	NA	NA	13-10-2021 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	NA	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	oeh@kk.dk	www.oeh.kk.dk	0	Institution uden enheder	Oehlenschlëgersgade	NA	NA	55.667597550000004	12.55032319	AJO	1084	Region Hovedstaden	POINT(12.5503232 55.6675976)
101070	Hanssted Sk.	2500	Valby	Hanssted Skole	64942212	1003255242	KÜre Landgren	3630 1862	3630 1831	Rõdbyvej 2	6080	2	NA	NA	NA	30-07-2018 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	195508	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	hanssted@kk.dk	www.hanssted.kk.dk	0	Institution uden enheder	Rõdbyvej	NA	NA	55.66665309	12.48632102	AJO	1084	Region Hovedstaden	POINT(12.486321 55.6666531)
101071	Kirsebërh.Sk.	2500	Valby	Kirsebërhavens Skole	64942212	1003253548	Sõren Friis	8232 8211	3317 8232	Kirsebërhaven 25	3696	25	NA	NA	NA	15-06-2020 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	195708	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	kir@kk.dk	www.kir.kk.dk	0	Institution uden enheder	Kirsebërhaven	NA	NA	55.64915663	12.50198169	AJO	1084	Region Hovedstaden	POINT(12.5019817 55.6491566)
101072	Lykkebo Sk.	2500	Valby	Lykkebo Skole	64942212	1003256559	Sõren Friis	3613 0028	3613 0020	Vigerslevvej 141	8320	141	NA	NA	NA	31-07-2018 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	194104	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	lykkeboskole@kk.dk	www.lykkeboskole.kk.dk	0	Institution uden enheder	Vigerslevvej	NA	NA	55.66010279	12.48406264	AJO	1084	Region Hovedstaden	POINT(12.4840626 55.6601028)
101074	Valby Sk.	2500	Valby	Valby Skole	64942212	1003255047	Lise Wenzel Andersen	8232 4447	8232 4444	Ved Ovnhallen 6	8087	6	NA	NA	NA	08-11-2019 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	NA	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	Valbyskole@kk.dk	www.valbyskole.kk.dk	0	Institution uden enheder	Ved Ovnhallen	NA	NA	55.66515349	12.50910807	AJO	1084	Region Hovedstaden	POINT(12.5091081 55.6651535)
101075	Vigerslev A.Sk.	2500	Valby	Vigerslev AllÇs Skole	64942212	1003256523	RenÇ Bang Henriksen	3630 5590	3317 4800	Vigerslev AllÇ 108	8308	108	NA	NA	NA	08-11-2019 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	191004	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	vas@kk.dk	www.vas.kk.dk	0	Institution uden enheder	Vigerslev AllÇ	NA	NA	55.6614523	12.50808956	AJO	1084	Region Hovedstaden	POINT(12.5080896 55.6614523)
101076	èlholm Sk.	2500	Valby	èlholm Skole	64942212	1003256493	Sõren Vith	3616 6270	3317 2636	Vibeholmen 1	8276	1	NA	NA	NA	14-03-2019 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	193408	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	aalholmskole@kk.dk	www.aalholmskole.kk.dk	0	Institution uden enheder	Vibeholmen	NA	NA	55.67008777	12.49505641	AJO	1084	Region Hovedstaden	POINT(12.4950564 55.6700878)
101077	Svanev.Pr.Sk.	2400	Kõbenhavn NV	Svanevej Privatskole	43857916	1001845086	Jakob Callesen, konst.	3584 1043	3581 6143	Svanevej 10	7144	10	NA	NA	NA	08-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	192408	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	22	Folkeskoler og private skoler, ikke fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	post@svanevejprivatskole.dk	www.svanevejprivatskole.dk	0	Institution uden enheder	Svanevej	NA	NA	55.7003299	12.53508645	AJO	1084	Region Hovedstaden	POINT(12.5350864 55.7003299)
101078	Carolinesk.	2100	Kõbenhavn ù	Carolineskolen	60656215	1002118515	Uri Krivaa	3929 4520	3929 9500	Strandvejen 93	7004	93	NA	NA	NA	23-01-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	181001	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	carolineskolen@carolineskolen.dk	www.carolineskolen.dk	0	Institution uden enheder	Strandvejen	NA	NA	55.72209125	12.57645038	AJO	1084	Region Hovedstaden	POINT(12.5764504 55.7220912)
101079	Christianh.Dsk.	1420	Kõbenhavn K	Christianshavns Dõttreskole	53289916	1002003079	Mette Bitsch Johansen	3257 9920	3257 4553	Dronningensgade 67	1352	67	NA	NA	NA	25-09-2018 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	179908	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	info@cd1799.dk	www.doettreskolen.dk	0	Institution uden enheder	Dronningensgade	NA	NA	55.67328268	12.59389224	AJO	1084	Region Hovedstaden	POINT(12.5938922 55.6732827)
101080	D.Kgl.Vajsenhus	1364	Kõbenhavn K	Det Kgl Vaisenhus Skole	10362911	1000064075	Mathias Bruun	3314 5226	3393 0326	Nõrre Farimagsgade 51	5200	51	NA	NA	NA	08-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	172710	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	kontor@vajsenhuset.dk	www.vajsenhuset.dk	0	Institution uden enheder	Nõrre Farimagsgade	NA	NA	55.68397457	12.56678412	AJO	1084	Region Hovedstaden	POINT(12.5667841 55.6839746)
101081	Inst.Sct.Joseph	2100	Kõbenhavn ù	Institut Sankt Joseph	11962815	1000306679	Tine Gregory	3538 0826	3538 4735	Dag Hammarskjîlds AllÇ 17	1204	17	NA	NA	NA	27-09-2021 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	185801	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	ledelse@sanktjoseph.dk	www.sanktjoseph.dk	0	Institution uden enheder	Dag Hammarskjîlds AllÇ	NA	NA	55.69419204	12.58230666	AJO	1084	Region Hovedstaden	POINT(12.5823067 55.694192)
101082	Skt.Ansgars Sk.	2200	Kõbenhavn N	Sankt Ansgars Skole	55809712	1002039768	Kirsten Poulsen	3539 2760	3539 4646	Nõrrebrogade 27	5192	27	NA	NA	NA	08-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	196904	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	sekretaer@ansgarsskole.dk	www.sanktansgarsskole.dk	0	Institution uden enheder	Nõrrebrogade	NA	NA	55.68824407	12.55935209	AJO	1084	Region Hovedstaden	POINT(12.5593521 55.6882441)
101083	Krebs Sk.	2100	Kõbenhavn ù	Krebs' Skole	55730016	1002038475	Mikael Fink-Jensen	3525 3938	3525 3939	Stockholmsgade 5	6920	5	NA	NA	NA	08-11-2019 00:00:00	HRK	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	187201	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	krebs@krebs-skole.dk	www.krebs-skole.dk	0	Institution uden enheder	Stockholmsgade	NA	NA	55.68979065	12.57559572	AJO	1084	Region Hovedstaden	POINT(12.5755957 55.6897906)
101084	Sct.Annë Sk.	2300	Kõbenhavn S	Sankt Annë Skole	53009719	1001998693	Sõren Blinkenberg	3258 5099	3258 0535	Otto Ruds Vej 7	5344	7	NA	NA	NA	08-11-2019 00:00:00	UNIC\hrk	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	189701	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	info@sktannaeskole.dk	www.sanktannaeskole.dk	0	Institution uden enheder	Otto Ruds Vej	NA	NA	55.65383288	12.60714132	AJO	1084	Region Hovedstaden	POINT(12.6071413 55.6538329)
101086	Bordings Frisk.	2100	Kõbenhavn ù	Bordings Friskole	23176610	1001556930	Torsten Bo Kristensen	3543 3180	3538 6908	ùster Sõgade 86	8608	86	NA	NA	NA	16-08-2018 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	194504	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	kontor@bordings.dk	www.bordings.dk	0	Institution uden enheder	ùster Sõgade	NA	NA	55.69417373	12.57632215	AJO	1084	Region Hovedstaden	POINT(12.5763221 55.6941737)
101087	D.Llsk.i Kbh.	2700	Brõnshõj	Den Lille Skole i Kõbenhavn	27400019	1001613097	Erik Fischer	3860 5560	3860 1616	Lindholmsvej 18	4348	18	NA	NA	NA	08-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	6	196805	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	lilleskolen-kbh@lilleskolen-kbh.dk	www.lilleskolen-kbh.dk	0	Institution uden enheder	Lindholmsvej	NA	NA	55.699091	12.48694831	AJO	1084	Region Hovedstaden	POINT(12.4869483 55.699091)
101088	N.Zahles Semsk.	1361	Kõbenhavn K	N. Zahles Seminarieskole	62513217	1003419220	Susanne Emmery	3369 7940	3369 7942	LinnÇsgade 8	4352	8	NA	NA	NA	03-10-2018 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	185105	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	25	ùvelsesskoler	101	Kõbenhavns Kommune	NA	NA	NA	NA	seminarieskolen@zahles.dk	www.zahle.skoleporten.dk	0	Institution uden enheder	LinnÇsgade	NA	NA	55.68272301	12.56925596	AJO	1084	Region Hovedstaden	POINT(12.569256 55.682723)
101089	St.Petri Sk.	1451	Kõbenhavn K	Sankt Petri Skole	10195616	1000034010	Svenja Kuhfuss	3314 2462	3313 0462	Larslejsstrëde 5	4180	5	NA	NA	NA	13-08-2021 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	157501	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	kontor@adm.sanktpetriskole.dk	www.sanktpetriskole.dk	0	Institution uden enheder	Larslejsstrëde	NA	NA	55.67973825	12.5696339	AJO	1084	Region Hovedstaden	POINT(12.5696339 55.6797382)
101090	ùsterbro Llsk.	2100	Kõbenhavn ù	ùsterbro Lilleskole	28889615	1001637832	Gitte Mathiasen	3929 7114	3929 7114	Sionsgade 5a	6396	5A	NA	NA	NA	09-12-2020 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	197008	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	22	Folkeskoler og private skoler, ikke fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	post@osterbrolilleskole.dk	www.oesterbrolilleskole.dk	0	Institution uden enheder	Sionsgade	NA	NA	55.71105642	12.57992006	AJO	1084	Region Hovedstaden	POINT(12.5799201 55.7110564)
101091	Filipskolen	2300	Kõbenhavn S	Hovedstadens Privatskoler, Filipskolen	65038617	1002200256	Tina Waskiw Rasmussen	3255 2449	3255 4711	Amager Strandvej 124a	120	124A	NA	NA	NA	22-09-2020 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	197308	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	post@filipskolen-kbh.dk	www.filipskolen-kbh.dk	0	Institution uden enheder	Amager Strandvej	NA	NA	55.6594861	12.63358988	AJO	1084	Region Hovedstaden	POINT(12.6335899 55.6594861)
101092	Amager Llsk.	2300	Kõbenhavn S	Amager Lille Skole	22229516	1001544295	Bjarne Vodder Hõjlund	3159 1394	3259 1390	Rodosvej 47	5896	47	NA	NA	NA	08-09-2021 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	196808	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	22	Folkeskoler og private skoler, ikke fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	info@amagerlilleskole.dk	www.amagerlilleskole.dk	0	Institution uden enheder	Rodosvej	NA	NA	55.65132448	12.6173567	AJO	1084	Region Hovedstaden	POINT(12.6173567 55.6513245)
101093	Spec.Afd.Prs.Ch	2400	Kõbenhavn NV	Skolen i CharlottegÜrden	64942212	1003254726	AndrÇs Villaro y Lassen	3536 1327	3530 3130	Frederikssundsvej 77	1964	77	NA	NA	NA	11-03-2019 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	197204	126	Specialskoler for bõrn	1015	Specialskoler for bõrn	1	Aktiv tëllingsmëssigt for Danmarks Statistik	27	Skoler for svërt handicappede	101	Kõbenhavns Kommune	NA	NA	NA	NA	cha@kk.dk	www.cha.kk.dk	0	Institution uden enheder	Frederikssundsvej	NA	NA	55.70459282	12.52582065	AJO	1084	Region Hovedstaden	POINT(12.5258207 55.7045928)
101094	Frederiksgd.Sk.	2200	Kõbenhavn N	FrederiksgÜrd Skole	64942212	1003252450	Morten Leer	3819 3929	3530 5650	ùrholmgade 8	8556	8	NA	NA	NA	22-03-2019 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	193909	126	Specialskoler for bõrn	1015	Specialskoler for bõrn	1	Aktiv tëllingsmëssigt for Danmarks Statistik	27	Skoler for svërt handicappede	101	Kõbenhavns Kommune	NA	NA	NA	NA	frg@kk.dk	www.frg.kk.dk	0	Institution uden enheder	ùrholmgade	NA	NA	55.69647303	12.53909587	AJO	1084	Region Hovedstaden	POINT(12.5390959 55.696473)
101098	Engsk.	1671	Kõbenhavn V	Engskolen	64942212	1003252905	Susanne Brinkõ	3322 4326	3322 4306	Haderslevgade 6	2508	6	NA	NA	NA	04-10-2018 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	NA	126	Specialskoler for bõrn	1015	Specialskoler for bõrn	1	Aktiv tëllingsmëssigt for Danmarks Statistik	27	Skoler for svërt handicappede	101	Kõbenhavns Kommune	NA	NA	NA	NA	engskolen@kk.dk	www.engskolen.kk.dk	0	Institution uden enheder	Haderslevgade	NA	NA	55.66830253	12.54556806	AJO	1084	Region Hovedstaden	POINT(12.5455681 55.6683025)
101108	Nõrrebro Gym	2200	Kõbenhavn N	Nõrrebro Gymnasium	63717711	1002175665	Kristen Skydsgaard	3583 1618	3583 1826	Titangade 13A	7484	13A	NA	NA	NA	13-11-2020 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	NA	194808	132	Studenterkurser	1063	Studenterkurser	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	101	Kõbenhavns Kommune	NA	NA	NA	NA	nbgym@nbgym.dk	www.nbgym.dk	0	Institution uden enheder	Titangade	NA	NA	55.70484565	12.55339841	AJO	1084	Region Hovedstaden	POINT(12.5533984 55.7048457)
101111	Byens Sk.	2500	Valby	Byens Skole	33351313	1001703611	Morten May	3616 0093	3616 7746	Hõffdingsvej 75	3172	75	NA	NA	NA	22-06-2020 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	197108	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	101	Kõbenhavns Kommune	NA	NA	NA	NA	byens@byensskole.dk	www.byens-skole.dk	0	Institution uden enheder	Hõffdingsvej	NA	NA	55.65810721	12.50588784	AJO	1084	Region Hovedstaden	POINT(12.5058878 55.6581072)
101115	Rysensteen Gym.	1704	Kõbenhavn V	Rysensteen Gymnasium	29542708	1003256158	Gitte Harding Transbõl	3325 0760	3324 4311	Tietgensgade 74	7444	74	NA	NA	NA	20-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	1	Bõrne- og Undervisningsministeriet	NA	200701	131	Gymnasier og HF-kurser	1061	Gymnasier og HF-kurser	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	101	Kõbenhavns Kommune	NA	NA	NA	NA	mail@rysensteen.dk	www.rysensteen.dk	0	Institution uden enheder	Tietgensgade	NA	NA	55.67016706	12.56346657	AJO	1084	Region Hovedstaden	POINT(12.5634666 55.6701671)
101117	Skt Annë Gym.	2500	Valby	Sankt Annë Gymnasium	64942212	1003255515	Anette Holst	3644 2112	3646 6222	Sjëlõr Boulevard 135	6412	135	NA	NA	NA	24-08-2018 00:00:00	ds	101	Kõbenhavns Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	NA	195308	131	Gymnasier og HF-kurser	1061	Gymnasier og HF-kurser	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	101	Kõbenhavns Kommune	NA	NA	NA	NA	sag@kk.dk	www.sag.dk	0	Institution uden enheder	Sjëlõr Boulevard	NA	NA	55.6560852	12.52584515	AJO	1084	Region Hovedstaden	POINT(12.5258452 55.6560852)
101118	Christianh.Gym.	1422	Kõbenhavn K	Christianshavns Gymnasium	29546010	1003254738	Troels Vang Andersen	3295 8083	4329 0300	Prinsessegade 35	5612	35	NA	NA	NA	20-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	1	Bõrne- og Undervisningsministeriet	NA	200701	131	Gymnasier og HF-kurser	1061	Gymnasier og HF-kurser	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	101	Kõbenhavns Kommune	NA	NA	NA	NA	cg@cg-gym.dk	www.cg-gym.dk	0	Institution uden enheder	Prinsessegade	NA	NA	55.67324333	12.59545208	AJO	1084	Region Hovedstaden	POINT(12.5954521 55.6732433)
101120	Nõrre Gymnasium	2700	Brõnshõj	Nõrre Gymnasium	29575649	1003254337	Jens Boe Nielsen	4494 2669	4494 2722	Mõrkhõjvej 78	4912	78	NA	NA	NA	20-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	1	Bõrne- og Undervisningsministeriet	NA	200701	131	Gymnasier og HF-kurser	1061	Gymnasier og HF-kurser	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	101	Kõbenhavns Kommune	NA	NA	NA	NA	ng@norreg.dk	www.norreg.dk	0	Institution uden enheder	Mõrkhõjvej	NA	NA	55.718373	12.47133795	AJO	1084	Region Hovedstaden	POINT(12.471338 55.718373)
101121	Kbh Übne Gym.	2500	Valby	Kõbenhavns Übne Gymnasium	29556393	1003255503	Anne-Birgitte Rasmussen	3630 5677	3646 3350	Sjëlõr Boulevard 133	6412	133	NA	NA	NA	20-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	1	Bõrne- og Undervisningsministeriet	NA	200701	131	Gymnasier og HF-kurser	1061	Gymnasier og HF-kurser	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	101	Kõbenhavns Kommune	NA	NA	NA	NA	kg@adm.kg.dk	www.kg.dk	0	Institution uden enheder	Sjëlõr Boulevard	NA	NA	55.65558247	12.52425072	AJO	1084	Region Hovedstaden	POINT(12.5242507 55.6555825)
101124	Ing.Jesp.Gymsk.	2100	Kõbenhavn ù	Ingrid Jespersens Gymnasieskole	21480711	1003419141	Otto Strange Mõller	3526 2014	3526 3622	Nordre Frihavnsgade 9	5044	9	NA	NA	NA	20-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	NA	190808	131	Gymnasier og HF-kurser	1062	Private gymnasier og HF-kurser	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	101	Kõbenhavns Kommune	NA	NA	NA	NA	ijg@ijg.dk	www.ijg.dk	0	Institution uden enheder	Nordre Frihavnsgade	NA	NA	55.70028708	12.57854748	AJO	1084	Region Hovedstaden	POINT(12.5785475 55.7002871)
